Sample,I,Q
1496,7420,-3416
1497,7412,-3392
1498,7420,-3384
1499,7436,-3392
1500,7424,-3380
1501,7444,-3384
1502,7432,-3364
1503,7456,-3348
1504,7440,-3392
1505,7464,-3336
1506,7444,-3336
1507,7456,-3384
1508,7456,-3340
1509,7444,-3360
1510,7492,-3320
1511,7472,-3320
1512,7488,-3348
1513,7500,-3288
1514,7468,-3332
1515,7496,-3292
1516,7496,-3276
1517,7496,-3328
1518,7520,-3284
1519,7492,-3308
1520,7480,-3316
1521,7496,-3304
1522,7496,-3312
1523,7492,-3264
1524,7504,-3296
1525,7508,-3288
1526,7480,-3316
1527,7484,-3328
1528,7488,-3304
1529,7468,-3312
1530,7496,-3320
1531,7480,-3320
1532,7484,-3320
1533,7492,-3292
1534,7504,-3320
1535,7500,-3304
1536,7488,-3300
1537,7504,-3324
1538,7460,-3292
1539,7508,-3312
1540,7516,-3268
1541,7496,-3268
1542,7552,-3272
1543,7508,-3244
1544,7524,-3284
1545,7536,-3264
1546,7528,-3260
1547,7528,-3268
1548,7532,-3252
1549,7544,-3260
1550,7516,-3264
1551,7544,-3252
1552,7504,-3276
1553,7544,-3252
1554,7512,-3268
1555,7524,-3256
1556,7564,-3260
1557,7524,-3248
1558,7548,-3236
1559,7528,-3248
1560,7568,-3204
1561,7532,-3236
1562,7560,-3208
1563,7556,-3240
1564,7568,-3208
1565,7584,-3184
1566,7568,-3212
1567,7584,-3192
1568,7536,-3204
1569,7588,-3184
1570,7584,-3212
1571,7564,-3184
1572,7600,-3176
1573,7556,-3220
1574,7576,-3192
1575,7580,-3192
1576,7576,-3184
1577,7616,-3196
1578,7540,-3192
1579,7620,-3160
1580,7556,-3200
1581,7564,-3192
1582,7604,-3164
1583,7560,-3184
1584,7588,-3168
1585,7572,-3196
1586,7592,-3180
1587,7580,-3156
1588,7604,-3172
1589,7572,-3136
1590,7624,-3176
1591,7620,-3128
1592,7608,-3120
1593,7612,-3144
1594,7624,-3088
1595,7652,-3120
1596,7628,-3076
1597,7664,-3096
1598,7636,-3072
1599,7648,-3080
1600,7644,-3104
1601,7668,-3044
1602,7648,-3112
1603,7664,-3068
1604,7664,-3044
1605,7672,-3048
1606,7684,-3032
1607,7660,-3052
1608,7680,-3048
1609,7672,-3044
1610,7664,-3048
1611,7672,-3032
1612,7684,-3036
1613,7696,-3000
1614,7700,-2980
1615,7712,-3020
1616,7696,-2980
1617,7712,-2992
1618,7708,-3012
1619,7716,-2984
1620,7684,-2980
1621,7724,-2972
1622,7740,-2980
1623,7692,-2968
1624,7740,-2964
1625,7724,-2956
1626,7740,-2944
1627,7704,-2960
1628,7768,-2952
1629,7728,-2952
1630,7716,-2944
1631,7788,-2920
1632,7704,-2932
1633,7764,-2928
1634,7796,-2916
1635,7700,-2912
1636,7804,-2924
1637,7692,-2912
1638,7780,-2908
1639,7752,-2916
1640,7696,-2924
1641,7820,-2892
1642,7708,-2892
1643,7756,-2936
1644,7748,-2912
1645,7728,-2912
1646,7784,-2924
1647,7736,-2904
1648,7756,-2916
1649,7776,-2908
1650,7716,-2908
1651,7808,-2884
1652,7732,-2908
1653,7768,-2892
1654,7752,-2908
1655,7772,-2892
1656,7764,-2876
1657,7748,-2880
1658,7816,-2860
1659,7740,-2896
1660,7756,-2884
1661,7804,-2872
1662,7760,-2856
1663,7784,-2864
1664,7772,-2860
1665,7796,-2856
1666,7792,-2852
1667,7780,-2852
1668,7800,-2808
1669,7800,-2848
1670,7788,-2840
1671,7800,-2816
1672,7772,-2832
1673,7824,-2804
1674,7828,-2840
1675,7768,-2804
1676,7880,-2796
1677,7768,-2796
1678,7840,-2776
1679,7828,-2796
1680,7804,-2768
1681,7848,-2800
1682,7784,-2796
1683,7832,-2784
1684,7812,-2788
1685,7812,-2736
1686,7832,-2792
1687,7840,-2768
1688,7828,-2748
1689,7844,-2784
1690,7844,-2740
1691,7836,-2740
1692,7848,-2768
1693,7864,-2752
1694,7832,-2736
1695,7816,-2764
1696,7860,-2724
1697,7844,-2736
1698,7848,-2768
1699,7840,-2732
1700,7824,-2776
1701,7844,-2744
1702,7864,-2736
1703,7820,-2744
1704,7888,-2748
1705,7808,-2744
1706,7840,-2744
1707,7904,-2768
1708,7756,-2724
1709,7924,-2756
1710,7788,-2728
1711,7852,-2740
1712,7948,-2736
1713,7724,-2712
1714,7964,-2732
1715,7792,-2708
1716,7840,-2744
1717,7924,-2688
1718,7804,-2712
1719,7884,-2712
1720,7852,-2684
1721,7860,-2716
1722,7844,-2684
1723,7900,-2676
1724,7888,-2660
1725,7848,-2688
1726,7912,-2656
1727,7900,-2648
1728,7868,-2672
1729,7908,-2628
1730,7896,-2676
1731,7844,-2640
1732,7928,-2644
1733,7920,-2632
1734,7812,-2652
1735,7952,-2640
1736,7896,-2608
1737,7904,-2608
1738,7944,-2608
1739,7892,-2596
1740,7928,-2568
1741,7944,-2564
1742,7832,-2544
1743,8032,-2576
1744,7960,-2528
1745,7888,-2552
1746,7944,-2556
1747,7964,-2528
1748,7896,-2548
1749,7976,-2536
1750,7932,-2516
1751,7936,-2540
1752,7924,-2528
1753,7960,-2512
1754,7976,-2528
1755,7888,-2500
1756,8024,-2512
1757,7896,-2528
1758,7952,-2524
1759,7932,-2548
1760,7968,-2524
1761,7904,-2548
1762,8000,-2528
1763,7864,-2496
1764,8056,-2548
1765,7844,-2488
1766,8044,-2516
1767,7872,-2516
1768,8024,-2480
1769,7848,-2512
1770,8052,-2508
1771,7936,-2508
1772,7936,-2516
1773,7952,-2508
1774,7940,-2512
1775,7992,-2504
1776,7856,-2496
1777,8128,-2476
1778,7780,-2496
1779,8124,-2496
1780,7776,-2500
1781,8132,-2500
1782,7848,-2484
1783,8008,-2496
1784,7892,-2520
1785,7988,-2492
1786,8040,-2512
1787,7848,-2492
1788,7976,-2480
1789,7872,-2512
1790,8156,-2468
1791,7800,-2512
1792,8028,-2480
1793,7852,-2512
1794,8100,-2500
1795,7852,-2500
1796,8012,-2520
1797,7876,-2504
1798,8028,-2500
1799,7892,-2504
1800,7976,-2516
1801,7980,-2456
1802,7852,-2496
1803,8188,-2476
1804,7680,-2472
1805,8188,-2444
1806,7696,-2456
1807,8148,-2444
1808,8080,-2424
1809,7680,-2444
1810,8188,-2428
1811,7624,-2444
1812,8168,-2432
1813,8028,-2436
1814,7716,-2428
1815,8188,-2412
1816,7656,-2444
1817,8100,-2396
1818,8172,-2428
1819,7652,-2428
1820,8188,-2396
1821,7812,-2416
1822,7908,-2376
1823,8188,-2408
1824,7672,-2380
1825,8084,-2380
1826,8188,-2392
1827,7628,-2384
1828,8188,-2384
1829,8000,-2368
1830,7732,-2396
1831,8188,-2392
1832,7736,-2384
1833,8020,-2388
1834,8188,-2408
1835,7616,-2400
1836,8188,-2384
1837,8000,-2400
1838,7720,-2396
1839,8188,-2400
1840,7704,-2408
1841,8036,-2400
1842,8188,-2404
1843,7616,-2388
1844,8188,-2396
1845,7880,-2412
1846,7856,-2428
1847,8188,-2400
1848,7608,-2396
1849,8188,-2408
1850,7992,-2416
1851,7752,-2396
1852,8188,-2404
1853,7624,-2440
1854,8188,-2396
1855,8116,-2432
1856,7660,-2384
1857,8188,-2420
1858,7740,-2392
1859,8008,-2380
1860,8188,-2424
1861,7620,-2364
1862,8188,-2388
1863,7932,-2376
1864,7784,-2388
1865,8188,-2384
1866,7720,-2364
1867,7992,-2384
1868,8188,-2384
1869,7668,-2348
1870,8108,-2388
1871,8188,-2392
1872,7668,-2348
1873,8188,-2360
1874,8164,-2360
1875,7676,-2368
1876,8188,-2340
1877,8044,-2380
1878,7712,-2372
1879,8188,-2360
1880,7908,-2336
1881,7812,-2392
1882,8188,-2336
1883,7812,-2348
1884,7884,-2372
1885,8188,-2344
1886,7756,-2340
1887,7972,-2332
1888,8188,-2340
1889,7724,-2332
1890,8024,-2344
1891,8188,-2324
1892,7788,-2336
1893,7920,-2312
1894,8188,-2312
1895,7808,-2308
1896,7916,-2280
1897,8188,-2288
1898,8072,-2284
1899,7756,-2260
1900,8152,-2288
1901,8188,-2264
1902,7792,-2256
1903,7952,-2264
1904,8188,-2272
1905,7972,-2264
1906,7800,-2240
1907,8188,-2244
1908,8188,-2228
1909,7920,-2260
1910,7824,-2240
1911,8188,-2260
1912,8176,-2240
1913,7780,-2208
1914,8012,-2232
1915,8188,-2204
1916,8128,-2196
1917,7800,-2216
1918,8028,-2204
1919,8188,-2208
1920,8136,-2208
1921,7776,-2196
1922,8068,-2204
1923,8188,-2192
1924,8188,-2200
1925,7848,-2192
1926,7920,-2192
1927,8188,-2184
1928,8188,-2172
1929,7992,-2172
1930,7776,-2160
1931,8188,-2152
1932,8140,-2152
1933,8188,-2144
1934,7812,-2128
1935,7940,-2132
1936,8188,-2148
1937,8136,-2144
1938,8188,-2108
1939,7704,-2148
1940,8104,-2112
1941,8188,-2120
1942,8140,-2104
1943,8188,-2072
1944,7740,-2084
1945,8036,-2072
1946,8188,-2056
1947,8176,-2032
1948,8172,-1996
1949,8188,-2008
1950,7988,-2016
1951,7772,-1984
1952,8188,-2000
1953,8164,-1968
1954,8188,-2000
1955,8188,-1992
1956,8188,-1968
1957,8188,-1984
1958,7828,-1964
1959,8004,-1956
1960,8188,-1972
1961,8152,-1940
1962,8188,-1976
1963,8168,-1984
1964,8188,-1972
1965,8188,-1952
1966,7764,-1940
1967,8036,-1992
1968,8188,-1960
1969,8124,-1960
1970,8188,-1996
1971,8120,-1964
1972,8188,-1964
1973,8048,-1988
1974,7736,-1968
1975,8188,-1976
1976,8180,-1968
1977,8188,-2004
1978,8188,-1972
1979,8164,-1972
1980,8188,-2008
1981,7748,-1976
1982,8032,-2020
1983,8188,-1984
1984,8172,-2008
1985,8188,-2032
1986,8188,-1992
1987,8168,-2016
1988,7744,-2004
1989,8108,-2036
1990,8188,-2024
1991,8176,-2040
1992,8172,-2028
1993,8188,-2028
1994,7908,-2020
1995,7840,-2012
1996,8188,-2032
1997,8156,-1988
1998,8188,-2048
1999,8160,-2016
2000,8188,-2044
2001,7812,-2044
2002,7944,-1992
2003,8188,-2072
2004,8152,-2008
2005,8188,-2028
2006,8168,-2040
2007,8188,-2024
2008,7760,-2040
2009,8020,-2016
2010,8188,-2004
2011,8160,-2016
2012,8188,-2024
2013,8188,-2028
2014,8176,-2008
2015,7740,-2008
2016,8104,-2004
2017,8188,-1996
2018,8128,-1988
2019,8188,-1980
2020,8120,-1972
2021,8188,-1976
2022,8004,-1976
2023,7768,-1976
2024,8188,-2040
2025,8184,-1980
2026,8184,-2012
2027,8188,-2012
2028,8148,-1984
2029,8188,-2020
2030,7996,-1980
2031,8084,-2020
2032,8084,-1992
2033,7992,-2016
2034,8188,-2032
2035,8112,-2012
2036,8188,-2052
2037,7980,-2012
2038,7768,-2036
2039,8188,-2008
2040,8144,-2008
2041,8188,-2020
2042,8164,-2012
2043,8188,-2024
2044,8188,-2020
2045,7708,-2048
2046,8136,-2028
2047,8188,-2004
2048,8184,-2004
2049,8180,-2020
2050,8188,-2020
2051,8124,-2024
2052,7732,-2024
2053,8180,-2004
2054,8188,-2024
2055,8188,-2028
2056,8160,-2032
2057,8188,-2004
2058,8020,-2024
2059,7760,-1988
2060,8188,-2020
2061,8172,-1996
2062,8188,-1996
2063,8156,-2040
2064,8188,-2012
2065,7920,-2036
2066,7816,-2012
2067,8188,-2028
2068,8128,-2016
2069,8188,-2020
2070,8148,-2016
2071,8188,-2016
2072,8128,-2028
2073,7708,-2004
2074,8188,-2024
2075,8188,-2004
2076,8168,-2008
2077,8188,-2012
2078,8144,-1996
2079,8188,-1996
2080,7804,-1992
2081,7944,-1996
2082,8188,-1968
2083,8140,-1976
2084,8188,-1968
2085,8184,-1964
2086,8184,-1968
2087,8188,-1960
2088,8048,-1948
2089,8004,-1956
2090,8188,-1916
2091,8112,-1944
2092,7976,-1924
2093,8188,-1912
2094,8188,-1944
2095,8188,-1876
2096,8184,-1888
2097,8188,-1876
2098,8000,-1864
2099,8068,-1876
2100,8188,-1872
2101,8176,-1828
2102,8188,-1812
2103,8188,-1828
2104,8188,-1796
2105,7960,-1836
2106,8136,-1840
2107,8188,-1796
2108,8164,-1808
2109,8188,-1824
2110,8172,-1796
2111,8188,-1800
2112,8160,-1800
2113,8188,-1792
2114,8064,-1812
2115,8000,-1792
2116,8188,-1780
2117,8184,-1796
2118,8184,-1800
2119,8188,-1756
2120,8160,-1772
2121,8188,-1780
2122,8132,-1772
2123,7968,-1748
2124,8188,-1760
2125,8188,-1744
2126,8180,-1736
2127,8188,-1712
2128,8188,-1708
2129,8188,-1756
2130,8188,-1708
2131,8168,-1784
2132,8188,-1752
2133,8100,-1748
2134,7976,-1764
2135,8188,-1748
2136,8188,-1764
2137,8184,-1720
2138,8188,-1764
2139,8180,-1720
2140,8188,-1736
2141,8188,-1760
2142,8180,-1728
2143,8188,-1748
2144,8000,-1744
2145,8064,-1760
2146,8188,-1732
2147,8168,-1756
2148,8188,-1740
2149,8184,-1752
2150,8188,-1744
2151,8180,-1752
2152,8188,-1760
2153,8164,-1768
2154,8188,-1732
2155,8104,-1728
2156,7976,-1736
2157,8188,-1700
2158,8188,-1692
2159,8188,-1708
2160,8188,-1696
2161,8184,-1644
2162,8188,-1700
2163,8188,-1668
2164,8188,-1684
2165,8188,-1656
2166,8188,-1640
2167,8188,-1648
2168,8188,-1632
2169,8188,-1636
2170,8188,-1620
2171,8188,-1648
2172,8188,-1640
2173,8188,-1640
2174,8188,-1632
2175,8188,-1612
2176,8180,-1624
2177,8188,-1604
2178,8180,-1604
2179,8188,-1624
2180,8188,-1620
2181,7960,-1612
2182,8136,-1620
2183,8188,-1632
2184,8168,-1612
2185,8188,-1624
2186,8180,-1608
2187,8188,-1620
2188,8188,-1628
2189,8188,-1612
2190,8188,-1636
2191,8188,-1624
2192,8188,-1616
2193,8188,-1584
2194,8188,-1600
2195,8188,-1592
2196,8188,-1580
2197,8188,-1632
2198,8188,-1612
2199,8188,-1608
2200,8188,-1624
2201,8188,-1624
2202,8188,-1632
2203,8188,-1588
2204,8188,-1608
2205,8188,-1616
2206,8188,-1624
2207,8188,-1596
2208,8188,-1636
2209,8188,-1620
2210,8188,-1604
2211,8188,-1672
2212,8184,-1632
2213,8188,-1652
2214,8188,-1636
2215,8188,-1656
2216,8188,-1660
2217,7976,-1636
2218,8100,-1668
2219,8188,-1624
2220,8164,-1656
2221,8188,-1652
2222,8180,-1652
2223,8188,-1648
2224,8188,-1616
2225,8188,-1656
2226,8188,-1624
2227,8188,-1640
2228,8188,-1624
2229,8188,-1624
2230,8188,-1636
2231,8188,-1580
2232,8188,-1596
2233,8188,-1612
2234,8188,-1572
2235,8188,-1604
2236,8188,-1576
2237,8188,-1560
2238,8188,-1572
2239,8188,-1548
2240,8188,-1564
2241,8188,-1568
2242,8188,-1580
2243,8188,-1584
2244,8188,-1568
2245,8188,-1544
2246,8188,-1556
2247,8188,-1552
2248,8188,-1576
2249,8188,-1540
2250,8188,-1560
2251,8188,-1588
2252,8188,-1540
2253,8188,-1568
2254,8188,-1524
2255,8188,-1572
2256,8188,-1564
2257,8188,-1520
2258,8188,-1580
2259,8188,-1524
2260,8188,-1564
2261,8188,-1556
2262,8188,-1532
2263,8188,-1580
2264,8188,-1524
2265,8188,-1576
2266,8188,-1536
2267,8188,-1492
2268,8188,-1536
2269,8188,-1504
2270,8188,-1496
2271,8188,-1516
2272,8188,-1532
2273,8188,-1508
2274,8188,-1504
2275,8188,-1504
2276,8188,-1488
2277,8188,-1492
2278,8188,-1492
2279,8188,-1504
2280,8188,-1504
2281,8188,-1480
2282,8188,-1504
2283,8188,-1500
2284,8188,-1468
2285,8188,-1520
2286,8188,-1460
2287,8188,-1488
2288,8188,-1480
2289,8188,-1476
2290,8188,-1504
2291,8188,-1436
2292,8188,-1496
2293,8188,-1440
2294,8188,-1480
2295,8188,-1480
2296,8188,-1436
2297,8188,-1488
2298,8188,-1444
2299,8188,-1464
2300,8188,-1432
2301,8188,-1436
2302,8188,-1440
2303,8188,-1448
2304,8188,-1416
2305,8188,-1412
2306,8188,-1424
2307,8188,-1368
2308,8188,-1412
2309,8188,-1352
2310,8188,-1352
2311,8188,-1364
2312,8188,-1348
2313,8188,-1332
2314,8188,-1304
2315,8188,-1300
2316,8188,-1272
2317,8188,-1312
2318,8188,-1264
2319,8188,-1260
2320,8188,-1264
2321,8188,-1236
2322,8188,-1240
2323,8188,-1236
2324,8188,-1236
2325,8188,-1228
2326,8188,-1232
2327,8188,-1208
2328,8188,-1180
2329,8188,-1220
2330,8188,-1172
2331,8188,-1160
2332,8188,-1204
2333,8188,-1136
2334,8188,-1176
2335,8188,-1168
2336,8188,-1156
2337,8188,-1160
2338,8188,-1156
2339,8188,-1164
2340,8188,-1132
2341,8188,-1144
2342,8188,-1128
2343,8188,-1144
2344,8188,-1132
2345,8188,-1140
2346,8188,-1120
2347,8188,-1124
2348,8188,-1112
2349,8188,-1132
2350,8188,-1124
2351,8188,-1128
2352,8188,-1144
2353,8188,-1120
2354,8188,-1128
2355,8188,-1132
2356,8188,-1108
2357,8188,-1100
2358,8188,-1088
2359,8188,-1104
2360,8188,-1104
2361,8188,-1096
2362,8188,-1116
2363,8188,-1072
2364,8188,-1088
2365,8188,-1072
2366,8188,-1064
2367,8188,-1064
2368,8188,-1056
2369,8188,-1068
2370,8188,-1048
2371,8188,-1044
2372,8188,-1068
2373,8188,-1020
2374,8188,-1048
2375,8188,-1032
2376,8188,-1032
2377,8188,-1036
2378,8188,-1016
2379,8188,-1036
2380,8188,-1028
2381,8188,-1012
2382,8188,-996
2383,8188,-1004
2384,8188,-996
2385,8188,-968
2386,8188,-1016
2387,8188,-976
2388,8188,-976
2389,8188,-1008
2390,8188,-952
2391,8188,-1012
2392,8188,-956
2393,8188,-976
2394,8188,-964
2395,8188,-960
2396,8188,-968
2397,8188,-928
2398,8188,-960
2399,8188,-920
2400,8188,-960
2401,8188,-936
2402,8188,-932
2403,8188,-960
2404,8188,-908
2405,8188,-940
2406,8188,-936
2407,8188,-944
2408,8188,-936
2409,8188,-916
2410,8188,-904
2411,8188,-912
2412,8188,-912
2413,8188,-896
2414,8188,-928
2415,8188,-892
2416,8188,-896
2417,8188,-888
2418,8188,-892
2419,8188,-892
2420,8188,-900
2421,8188,-884
2422,8188,-856
2423,8188,-896
2424,8188,-856
2425,8184,-892
2426,8188,-868
2427,8164,-872
2428,8188,-876
2429,8064,-820
2430,8000,-852
2431,8188,-832
2432,8176,-840
2433,8188,-852
2434,8188,-816
2435,8188,-852
2436,8188,-824
2437,8188,-816
2438,8188,-820
2439,8188,-776
2440,8188,-832
2441,8176,-800
2442,8188,-808
2443,8000,-816
2444,8060,-768
2445,8188,-808
2446,8160,-812
2447,8188,-780
2448,8184,-832
2449,8188,-788
2450,8188,-780
2451,8168,-796
2452,8188,-768
2453,8028,-800
2454,8028,-796
2455,8188,-792
2456,8168,-788
2457,8188,-788
2458,8188,-768
2459,8188,-776
2460,8188,-780
2461,8168,-784
2462,8188,-788
2463,8028,-776
2464,8032,-792
2465,8188,-748
2466,8176,-768
2467,8188,-784
2468,8188,-764
2469,8184,-796
2470,8188,-760
2471,8184,-784
2472,8188,-740
2473,8188,-760
2474,7976,-764
2475,8100,-736
2476,8188,-752
2477,8160,-736
2478,8188,-712
2479,8168,-704
2480,8188,-732
2481,8160,-716
2482,8188,-756
2483,8104,-684
2484,7968,-704
2485,8188,-720
2486,8176,-708
2487,8188,-700
2488,8180,-712
2489,8188,-728
2490,8180,-692
2491,7948,-724
2492,8180,-684
2493,8188,-704
2494,8180,-708
2495,8188,-692
2496,8180,-728
2497,8188,-696
2498,7980,-720
2499,8092,-688
2500,8188,-688
2501,8144,-688
2502,8188,-700
2503,8152,-700
2504,7972,-660
2505,8152,-704
2506,8188,-680
2507,8152,-688
2508,8188,-640
2509,8160,-660
2510,7960,-644
2511,8176,-628
2512,8188,-624
2513,8188,-592
2514,8080,-636
2515,7996,-572
2516,8188,-596
2517,8188,-548
2518,8036,-580
2519,8036,-540
2520,8188,-548
2521,8188,-548
2522,8008,-520
2523,8056,-520
2524,8188,-520
2525,7996,-508
2526,8044,-492
2527,8188,-476
2528,7996,-460
2529,8052,-448
2530,8188,-408
2531,7904,-440
2532,8188,-360
2533,8132,-400
2534,7724,-368
2535,8180,-376
2536,8188,-388
2537,8136,-320
2538,8188,-388
2539,7896,-300
2540,7848,-364
2541,8188,-324
2542,8188,-292
2543,7840,-324
2544,7924,-248
2545,8188,-296
2546,8172,-220
2547,7792,-268
2548,7992,-228
2549,8188,-196
2550,7932,-224
2551,7812,-204
2552,8188,-248
2553,8188,-200
2554,7832,-236
2555,7920,-236
2556,8188,-200
2557,8116,-264
2558,7784,-212
2559,8064,-196
2560,8188,-216
2561,7900,-196
2562,7832,-192
2563,8188,-176
2564,8032,-176
2565,7748,-196
2566,8188,-196
2567,8188,-116
2568,7740,-168
2569,8068,-152
2570,8188,-120
2571,7680,-188
2572,8168,-92
2573,8156,-152
2574,7656,-148
2575,8188,-72
2576,8064,-136
2577,7696,-96
2578,8188,-84
2579,7852,-92
2580,7872,-84
2581,8188,-72
2582,7676,-56
2583,8084,-76
2584,8188,-32
2585,7608,-52
2586,8188,-32
2587,7832,16
2588,7908,-8
2589,8188,20
2590,7688,28
2591,8188,44
2592,7780,24
2593,8048,104
2594,7904,76
2595,7960,124
2596,7984,116
2597,7876,112
2598,8056,192
2599,7836,104
2600,7984,208
2601,7900,176
2602,7944,164
2603,7912,216
2604,7916,176
2605,7912,204
2606,7940,208
2607,7848,196
2608,7964,248
2609,7840,244
2610,7912,256
2611,7932,264
2612,7856,244
2613,7904,296
2614,7900,292
2615,7856,284
2616,7876,320
2617,7888,308
2618,7824,320
2619,7948,332
2620,7808,336
2621,7872,380
2622,7880,364
2623,7820,368
2624,7848,360
2625,7836,400
2626,7844,400
2627,7848,384
2628,7880,400
2629,7788,376
2630,7896,428
2631,7804,392
2632,7848,412
2633,7844,456
2634,7792,392
2635,7880,440
2636,7824,436
2637,7788,384
2638,7892,484
2639,7744,436
2640,7916,440
2641,7760,484
2642,7832,416
2643,7868,456
2644,7684,436
2645,8016,456
2646,7688,448
2647,7892,448
2648,7684,476
2649,7988,460
2650,7708,504
2651,7840,472
2652,7884,468
2653,7704,472
2654,7940,460
2655,7740,484
2656,7852,492
2657,7772,480
2658,7840,440
2659,7824,484
2660,7780,456
2661,7848,496
2662,7792,452
2663,7816,472
2664,7824,484
2665,7832,456
2666,7816,508
2667,7808,468
2668,7828,504
2669,7804,464
2670,7792,480
2671,7820,516
2672,7792,452
2673,7804,512
2674,7828,504
2675,7768,516
2676,7808,568
2677,7772,516
2678,7804,548
2679,7800,576
2680,7708,556
2681,7844,612
2682,7724,560
2683,7760,600
2684,7804,620
2685,7724,616
2686,7780,612
2687,7740,608
2688,7740,648
2689,7740,596
2690,7748,664
2691,7780,636
2692,7680,620
2693,7824,664
2694,7756,652
2695,7688,692
2696,7792,660
2697,7684,676
2698,7788,660
2699,7700,672
2700,7744,720
2701,7684,664
2702,7760,716
2703,7728,684
2704,7692,696
2705,7740,736
2706,7672,728
2707,7748,740
2708,7708,724
2709,7676,740
2710,7728,716
2711,7712,776
2712,7696,724
2713,7740,752
2714,7664,780
2715,7740,744
2716,7692,780
2717,7672,744
2718,7744,796
2719,7664,764
2720,7720,768
2721,7676,768
2722,7680,772
2723,7696,788
2724,7684,752
2725,7700,784
2726,7688,792
2727,7684,776
2728,7700,772
2729,7684,744
2730,7696,748
2731,7720,764
2732,7676,760
2733,7716,764
2734,7680,788
2735,7688,784
2736,7704,772
2737,7680,788
2738,7700,752
2739,7688,772
2740,7676,776
2741,7704,764
2742,7656,780
2743,7740,756
2744,7684,796
2745,7692,760
2746,7736,768
2747,7668,744
2748,7736,744
2749,7668,764
2750,7720,748
2751,7696,780
2752,7684,732
2753,7712,764
2754,7700,740
2755,7712,732
2756,7696,752
2757,7740,732
2758,7700,744
2759,7700,724
2760,7708,776
2761,7692,768
2762,7704,712
2763,7712,752
2764,7684,736
2765,7704,732
2766,7708,772
2767,7704,752
2768,7692,756
2769,7680,744
2770,7740,756
2771,7684,764
2772,7688,764
2773,7716,768
2774,7684,788
2775,7672,752
2776,7700,804
2777,7644,804
2778,7708,772
2779,7688,804
2780,7672,788
2781,7696,788
2782,7676,780
2783,7696,776
2784,7680,784
2785,7688,780
2786,7676,788
2787,7692,804
2788,7668,848
2789,7680,820
2790,7676,792
2791,7648,844
2792,7688,812
2793,7628,860
2794,7676,856
2795,7660,836
2796,7656,864
2797,7680,820
2798,7620,904
2799,7660,884
2800,7644,888
2801,7640,888
2802,7644,868
2803,7636,896
2804,7648,888
2805,7628,872
2806,7640,912
2807,7648,928
2808,7616,900
2809,7636,936
2810,7608,896
2811,7660,900
2812,7632,936
2813,7632,896
2814,7632,904
2815,7620,884
2816,7648,916
2817,7620,924
2818,7636,872
2819,7624,904
2820,7672,868
2821,7624,892
2822,7660,892
2823,7656,864
2824,7624,892
2825,7648,888
2826,7636,920
2827,7616,892
2828,7620,904
2829,7644,916
2830,7624,896
2831,7648,912
2832,7616,896
2833,7632,884
2834,7652,892
2835,7624,872
2836,7652,868
2837,7636,932
2838,7608,880
2839,7644,928
2840,7640,900
2841,7624,888
2842,7624,944
2843,7652,884
2844,7604,900
2845,7644,888
2846,7644,908
2847,7640,892
2848,7632,916
2849,7616,904
2850,7668,904
2851,7564,936
2852,7644,928
2853,7628,948
2854,7596,928
2855,7644,952
2856,7580,968
2857,7600,980
2858,7592,984
2859,7592,980
2860,7600,1000
2861,7580,984
2862,7612,1008
2863,7556,1020
2864,7568,1056
2865,7544,1056
2866,7540,1060
2867,7552,1068
2868,7516,1096
2869,7540,1132
2870,7504,1108
2871,7508,1168
2872,7528,1128
2873,7520,1144
2874,7504,1192
2875,7484,1184
2876,7516,1220
2877,7504,1172
2878,7472,1192
2879,7512,1216
2880,7476,1204
2881,7468,1248
2882,7484,1240
2883,7476,1216
2884,7488,1224
2885,7460,1236
2886,7468,1268
2887,7444,1260
2888,7460,1284
2889,7460,1268
2890,7452,1256
2891,7476,1272
2892,7440,1288
2893,7444,1308
2894,7436,1332
2895,7436,1288
2896,7452,1316
2897,7428,1316
2898,7444,1280
2899,7452,1312
2900,7444,1276
2901,7448,1320
2902,7416,1328
2903,7428,1304
2904,7432,1316
2905,7416,1336
2906,7412,1364
2907,7416,1344
2908,7412,1364
2909,7416,1384
2910,7412,1356
2911,7396,1376
2912,7436,1352
2913,7400,1352
2914,7408,1392
2915,7400,1352
2916,7380,1388
2917,7428,1388
2918,7380,1380
2919,7412,1404
2920,7400,1380
2921,7400,1400
2922,7400,1384
2923,7380,1404
2924,7432,1396
2925,7360,1404
2926,7376,1456
2927,7396,1400
2928,7356,1428
2929,7376,1452
2930,7364,1444
2931,7372,1460
2932,7364,1424
2933,7372,1456
